Date/Time,ID,Description,Status
08.07.2025 16:25:50,UPS,UPS,UPS is okay
08.07.2025 16:25:50,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:50,PS,Power supply panel,Panel okay
08.07.2025 16:25:50,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:50,PS-P,Power supply points,Okay
08.07.2025 16:25:50,PS-S,Power supply signals,Okay
08.07.2025 16:25:50,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:50,MSA,Main supply A available,Mains A available
08.07.2025 16:25:50,MSB,Main supply B available,Mains B available
08.07.2025 16:25:50,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:50,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:50,BATT,Battery,Battery okay
08.07.2025 16:25:50,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:50,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:50,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:50,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:50,FAN,Fan,Okay
08.07.2025 16:25:50,UPS,UPS,UPS is okay
08.07.2025 16:25:50,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:51,PS,Power supply panel,Panel okay
08.07.2025 16:25:51,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:51,PS-P,Power supply points,Okay
08.07.2025 16:25:51,PS-S,Power supply signals,Okay
08.07.2025 16:25:51,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:51,MSA,Main supply A available,Mains A available
08.07.2025 16:25:51,MSB,Main supply B available,Mains B available
08.07.2025 16:25:51,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:51,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:51,BATT,Battery,Battery okay
08.07.2025 16:25:51,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:51,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:51,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:51,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:51,FAN,Fan,Okay
08.07.2025 16:25:51,UPS,UPS,UPS is okay
08.07.2025 16:25:51,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:52,PS,Power supply panel,Panel okay
08.07.2025 16:25:52,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:52,PS-P,Power supply points,Okay
08.07.2025 16:25:52,PS-S,Power supply signals,Okay
08.07.2025 16:25:52,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:52,MSA,Main supply A available,Mains A available
08.07.2025 16:25:52,MSB,Main supply B available,Mains B available
08.07.2025 16:25:52,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:52,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:52,BATT,Battery,Battery okay
08.07.2025 16:25:52,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:52,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:52,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:52,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:52,FAN,Fan,Okay
08.07.2025 16:25:52,UPS,UPS,UPS is okay
08.07.2025 16:25:52,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:52,PS,Power supply panel,Panel okay
08.07.2025 16:25:52,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:52,PS-P,Power supply points,Okay
08.07.2025 16:25:52,PS-S,Power supply signals,Okay
08.07.2025 16:25:52,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:52,MSA,Main supply A available,Mains A available
08.07.2025 16:25:52,MSB,Main supply B available,Mains B available
08.07.2025 16:25:52,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:52,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:52,BATT,Battery,Battery okay
08.07.2025 16:25:52,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:52,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:52,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:52,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:52,FAN,Fan,Okay
08.07.2025 16:25:52,UPS,UPS,UPS is okay
08.07.2025 16:25:52,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:53,PS,Power supply panel,Panel okay
08.07.2025 16:25:53,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:53,PS-P,Power supply points,Okay
08.07.2025 16:25:53,PS-S,Power supply signals,Okay
08.07.2025 16:25:53,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:53,MSA,Main supply A available,Mains A available
08.07.2025 16:25:53,MSB,Main supply B available,Mains B available
08.07.2025 16:25:53,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:53,MSB,Main supply B available,Mains B available
08.07.2025 16:25:53,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:53,BATT,Battery,Battery okay
08.07.2025 16:25:53,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:53,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:53,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:53,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:53,FAN,Fan,Okay
08.07.2025 16:25:53,UPS,UPS,UPS is okay
08.07.2025 16:25:53,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:54,PS,Power supply panel,Panel okay
08.07.2025 16:25:54,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:54,PS-P,Power supply points,Okay
08.07.2025 16:25:54,PS-S,Power supply signals,Okay
08.07.2025 16:25:54,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:54,MSA,Main supply A available,Mains A available
08.07.2025 16:25:54,MSB,Main supply B available,Mains B available
08.07.2025 16:25:54,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:54,MSB,Main supply B available,Mains B available
08.07.2025 16:25:54,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:54,BATT,Battery,Battery okay
08.07.2025 16:25:54,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:54,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:54,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:54,FAN,Fan,Okay
08.07.2025 16:25:54,UPS,UPS,UPS is okay
08.07.2025 16:25:54,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:54,PS,Power supply panel,Panel okay
08.07.2025 16:25:54,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:54,PS-P,Power supply points,Okay
08.07.2025 16:25:54,PS-S,Power supply signals,Okay
08.07.2025 16:25:54,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:54,MSA,Main supply A available,Mains A available
08.07.2025 16:25:54,MSB,Main supply B available,Mains B available
08.07.2025 16:25:54,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:54,MSB,Main supply B available,Mains B available
08.07.2025 16:25:54,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:54,BATT,Battery,Battery okay
08.07.2025 16:25:54,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:54,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:54,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:54,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:54,FAN,Fan,Okay
08.07.2025 16:25:54,UPS,UPS,UPS is okay
08.07.2025 16:25:54,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:55,PS,Power supply panel,Panel okay
08.07.2025 16:25:55,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:55,PS-P,Power supply points,Okay
08.07.2025 16:25:55,PS-S,Power supply signals,Okay
08.07.2025 16:25:55,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:55,MSA,Main supply A available,Mains A available
08.07.2025 16:25:55,MSB,Main supply B available,Mains B available
08.07.2025 16:25:55,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:55,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:55,BATT,Battery,Battery okay
08.07.2025 16:25:55,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:55,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:55,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:55,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:55,FAN,Fan,Okay
08.07.2025 16:25:55,UPS,UPS,UPS is okay
08.07.2025 16:25:55,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:55,PS,Power supply panel,Panel okay
08.07.2025 16:25:55,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:55,PS-P,Power supply points,Okay
08.07.2025 16:25:55,PS-S,Power supply signals,Okay
08.07.2025 16:25:55,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:55,MSA,Main supply A available,Mains A available
08.07.2025 16:25:55,MSB,Main supply B available,Mains B available
08.07.2025 16:25:55,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:55,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:55,BATT,Battery,Battery okay
08.07.2025 16:25:55,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:55,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:55,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:55,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:55,FAN,Fan,Okay
08.07.2025 16:25:55,UPS,UPS,UPS is okay
08.07.2025 16:25:55,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:57,PS,Power supply panel,Panel okay
08.07.2025 16:25:57,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:57,PS-P,Power supply points,Okay
08.07.2025 16:25:57,PS-S,Power supply signals,Okay
08.07.2025 16:25:57,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:57,MSA,Main supply A available,Mains A available
08.07.2025 16:25:57,MSB,Main supply B available,Mains B available
08.07.2025 16:25:57,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:57,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:57,BATT,Battery,Battery okay
08.07.2025 16:25:57,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:57,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:57,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:57,FAN,Fan,Okay
08.07.2025 16:25:57,UPS,UPS,UPS is okay
08.07.2025 16:25:57,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:25:58,PS,Power supply panel,Panel okay
08.07.2025 16:25:58,PS-T,Power supply track circuits,Okay
08.07.2025 16:25:58,PS-P,Power supply points,Okay
08.07.2025 16:25:58,PS-S,Power supply signals,Okay
08.07.2025 16:25:58,EL,Earth leakage,Earth leakage detected
08.07.2025 16:25:58,MSA,Main supply A available,Mains A available
08.07.2025 16:25:58,MSB,Main supply B available,Mains B available
08.07.2025 16:25:58,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:25:58,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:25:58,BATT,Battery,Battery okay
08.07.2025 16:25:58,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:25:58,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:25:58,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:25:58,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:25:58,FAN,Fan,Okay
08.07.2025 16:25:58,UPS,UPS,UPS is okay
08.07.2025 16:25:58,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:01,PS,Power supply panel,Panel okay
08.07.2025 16:26:01,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:01,PS-P,Power supply points,Okay
08.07.2025 16:26:01,PS-S,Power supply signals,Okay
08.07.2025 16:26:01,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:01,MSA,Main supply A available,Mains A available
08.07.2025 16:26:01,MSB,Main supply B available,Mains B available
08.07.2025 16:26:01,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:01,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:01,BATT,Battery,Battery okay
08.07.2025 16:26:01,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:01,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:01,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:01,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:01,FAN,Fan,Okay
08.07.2025 16:26:01,UPS,UPS,UPS is okay
08.07.2025 16:26:01,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:03,PS,Power supply panel,Panel okay
08.07.2025 16:26:03,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:03,PS-P,Power supply points,Okay
08.07.2025 16:26:03,PS-S,Power supply signals,Okay
08.07.2025 16:26:03,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:03,MSA,Main supply A available,Mains A available
08.07.2025 16:26:03,MSB,Main supply B available,Mains B available
08.07.2025 16:26:03,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:03,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:03,BATT,Battery,Battery okay
08.07.2025 16:26:03,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:03,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:03,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:03,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:03,FAN,Fan,Okay
08.07.2025 16:26:03,UPS,UPS,UPS is okay
08.07.2025 16:26:03,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:04,PS,Power supply panel,Panel okay
08.07.2025 16:26:04,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:04,PS-P,Power supply points,Okay
08.07.2025 16:26:04,PS-S,Power supply signals,Okay
08.07.2025 16:26:04,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:04,MSA,Main supply A available,Mains A available
08.07.2025 16:26:04,MSB,Main supply B available,Mains B available
08.07.2025 16:26:04,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:04,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:04,BATT,Battery,Battery okay
08.07.2025 16:26:04,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:04,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:04,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:04,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:04,FAN,Fan,Okay
08.07.2025 16:26:04,UPS,UPS,UPS is okay
08.07.2025 16:26:04,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:05,PS,Power supply panel,Panel okay
08.07.2025 16:26:05,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:05,PS-P,Power supply points,Okay
08.07.2025 16:26:05,PS-S,Power supply signals,Okay
08.07.2025 16:26:05,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:05,MSA,Main supply A available,Mains A available
08.07.2025 16:26:05,MSB,Main supply B available,Mains B available
08.07.2025 16:26:05,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:05,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:05,BATT,Battery,Battery okay
08.07.2025 16:26:05,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:05,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:05,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:05,FAN,Fan,Okay
08.07.2025 16:26:05,UPS,UPS,UPS is okay
08.07.2025 16:26:05,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:06,PS,Power supply panel,Panel okay
08.07.2025 16:26:06,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:06,PS-P,Power supply points,Okay
08.07.2025 16:26:06,PS-S,Power supply signals,Okay
08.07.2025 16:26:06,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:06,MSA,Main supply A available,Mains A available
08.07.2025 16:26:06,MSB,Main supply B available,Mains B available
08.07.2025 16:26:06,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:06,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:06,BATT,Battery,Battery okay
08.07.2025 16:26:06,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:06,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:06,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:06,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:06,FAN,Fan,Okay
08.07.2025 16:26:06,UPS,UPS,UPS is okay
08.07.2025 16:26:06,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:07,PS,Power supply panel,Panel okay
08.07.2025 16:26:07,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:07,PS-P,Power supply points,Okay
08.07.2025 16:26:07,PS-S,Power supply signals,Okay
08.07.2025 16:26:07,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:07,MSA,Main supply A available,Mains A available
08.07.2025 16:26:07,MSB,Main supply B available,Mains B available
08.07.2025 16:26:07,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:07,MSB,Main supply B available,Mains B available
08.07.2025 16:26:07,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:07,BATT,Battery,Battery okay
08.07.2025 16:26:07,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:07,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:07,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:07,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:07,FAN,Fan,Okay
08.07.2025 16:26:07,UPS,UPS,UPS is okay
08.07.2025 16:26:07,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:08,PS,Power supply panel,Panel okay
08.07.2025 16:26:08,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:08,PS-P,Power supply points,Okay
08.07.2025 16:26:08,PS-S,Power supply signals,Okay
08.07.2025 16:26:08,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:08,MSA,Main supply A available,Mains A available
08.07.2025 16:26:08,MSB,Main supply B available,Mains B available
08.07.2025 16:26:08,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:08,MSB,Main supply B available,Mains B available
08.07.2025 16:26:08,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:08,BATT,Battery,Battery okay
08.07.2025 16:26:08,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:08,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:08,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:08,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:08,FAN,Fan,Okay
08.07.2025 16:26:08,UPS,UPS,UPS is okay
08.07.2025 16:26:08,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:09,PS,Power supply panel,Panel okay
08.07.2025 16:26:09,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:09,PS-P,Power supply points,Okay
08.07.2025 16:26:09,PS-S,Power supply signals,Okay
08.07.2025 16:26:09,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:09,MSA,Main supply A available,Mains A available
08.07.2025 16:26:09,MSB,Main supply B available,Mains B available
08.07.2025 16:26:09,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:09,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:09,BATT,Battery,Battery okay
08.07.2025 16:26:09,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:09,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:09,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:09,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:09,FAN,Fan,Okay
08.07.2025 16:26:09,UPS,UPS,UPS is okay
08.07.2025 16:26:09,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:11,PS,Power supply panel,Panel okay
08.07.2025 16:26:11,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:11,PS-P,Power supply points,Okay
08.07.2025 16:26:11,PS-S,Power supply signals,Okay
08.07.2025 16:26:11,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:11,MSA,Main supply A available,Mains A available
08.07.2025 16:26:11,MSB,Main supply B available,Mains B available
08.07.2025 16:26:11,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:11,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:11,BATT,Battery,Battery okay
08.07.2025 16:26:11,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:11,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:11,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:11,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:11,FAN,Fan,Okay
08.07.2025 16:26:11,UPS,UPS,UPS is okay
08.07.2025 16:26:11,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:12,PS,Power supply panel,Panel okay
08.07.2025 16:26:12,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:12,PS-P,Power supply points,Okay
08.07.2025 16:26:12,PS-S,Power supply signals,Okay
08.07.2025 16:26:12,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:12,MSA,Main supply A available,Mains A available
08.07.2025 16:26:12,MSB,Main supply B available,Mains B available
08.07.2025 16:26:12,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:12,MSB,Main supply B available,Mains B available
08.07.2025 16:26:12,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:12,BATT,Battery,Battery okay
08.07.2025 16:26:12,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:12,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:12,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:12,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:12,FAN,Fan,Okay
08.07.2025 16:26:12,UPS,UPS,UPS is okay
08.07.2025 16:26:12,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:13,PS,Power supply panel,Panel okay
08.07.2025 16:26:13,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:13,PS-P,Power supply points,Okay
08.07.2025 16:26:13,PS-S,Power supply signals,Okay
08.07.2025 16:26:13,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:13,MSA,Main supply A available,Mains A available
08.07.2025 16:26:13,MSB,Main supply B available,Mains B available
08.07.2025 16:26:13,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:13,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:13,BATT,Battery,Battery okay
08.07.2025 16:26:13,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:13,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:13,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:13,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:13,FAN,Fan,Okay
08.07.2025 16:26:13,UPS,UPS,UPS is okay
08.07.2025 16:26:13,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:14,PS,Power supply panel,Panel okay
08.07.2025 16:26:14,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:14,PS-P,Power supply points,Okay
08.07.2025 16:26:14,PS-S,Power supply signals,Okay
08.07.2025 16:26:14,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:14,MSA,Main supply A available,Mains A available
08.07.2025 16:26:14,MSB,Main supply B available,Mains B available
08.07.2025 16:26:14,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:14,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:14,BATT,Battery,Battery okay
08.07.2025 16:26:14,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:14,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:14,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:14,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:14,FAN,Fan,Okay
08.07.2025 16:26:14,UPS,UPS,UPS is okay
08.07.2025 16:26:14,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:15,PS,Power supply panel,Panel okay
08.07.2025 16:26:15,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:15,PS-P,Power supply points,Okay
08.07.2025 16:26:15,PS-S,Power supply signals,Okay
08.07.2025 16:26:15,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:15,MSA,Main supply A available,Mains A available
08.07.2025 16:26:15,MSB,Main supply B available,Mains B available
08.07.2025 16:26:15,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:15,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:15,BATT,Battery,Battery okay
08.07.2025 16:26:15,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:15,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:15,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:15,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:15,FAN,Fan,Okay
08.07.2025 16:26:15,UPS,UPS,UPS is okay
08.07.2025 16:26:15,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:15,PS,Power supply panel,Panel okay
08.07.2025 16:26:15,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:15,PS-P,Power supply points,Okay
08.07.2025 16:26:15,PS-S,Power supply signals,Okay
08.07.2025 16:26:15,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:15,MSA,Main supply A available,Mains A available
08.07.2025 16:26:15,MSB,Main supply B available,Mains B available
08.07.2025 16:26:15,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:15,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:15,BATT,Battery,Battery okay
08.07.2025 16:26:15,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:15,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:15,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:15,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:15,FAN,Fan,Okay
08.07.2025 16:26:15,UPS,UPS,UPS is okay
08.07.2025 16:26:15,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:16,PS,Power supply panel,Panel okay
08.07.2025 16:26:16,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:16,PS-P,Power supply points,Okay
08.07.2025 16:26:16,PS-S,Power supply signals,Okay
08.07.2025 16:26:16,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:16,MSA,Main supply A available,Mains A available
08.07.2025 16:26:16,MSB,Main supply B available,Mains B available
08.07.2025 16:26:16,MSA-F,Main supply A feeding,Mains A not feeding
